Raw,Unigram,Bigram,Trigram
"Established in 1987, the North Carolina Natural Heritage Trust Fund provided supplemental funding to select state agencies for the acquisition and protection of important natural areas, to preserve the state's ecological diversity and cultural heritage, and to inventory the natural heritage resources of the state. In July 2013, these key purposes were incorporated in the Clean Water Management Trust Fund enabling legislation and the NHTF statute was repealed. See historical snapshot at:  http://web.archive.org/web/20150129185256/http://www.ncnhtf.org/pages/aboutnhtf.htm  -- Note added 11/12/15 13:15","[['Established'], ['1987'], ['North'], ['Carolina'], ['Natural'], ['Heritage'], ['Trust'], ['Fund'], ['provided'], ['supplemental'], ['funding'], ['select'], ['state'], ['agencies'], ['acquisition'], ['protection'], ['important'], ['natural'], ['areas'], ['preserve'], ['states'], ['ecological'], ['diversity'], ['cultural'], ['heritage'], ['inventory'], ['natural'], ['heritage'], ['resources'], ['state'], ['July'], ['2013'], ['key'], ['purposes'], ['incorporated'], ['Clean'], ['Water'], ['Management'], ['Trust'], ['Fund'], ['enabling'], ['legislation'], ['NHTF'], ['statute'], ['repealed'], ['See'], ['historical'], ['snapshot'], ['httpwebarchiveorgweb20150129185256httpwwwncnhtforgpagesaboutnhtfhtm'], ['Note'], ['added'], ['111215'], ['1315']]","[['Established', '1987'], ['1987', 'North'], ['North', 'Carolina'], ['Carolina', 'Natural'], ['Natural', 'Heritage'], ['Heritage', 'Trust'], ['Trust', 'Fund'], ['Fund', 'provided'], ['provided', 'supplemental'], ['supplemental', 'funding'], ['funding', 'select'], ['select', 'state'], ['state', 'agencies'], ['agencies', 'acquisition'], ['acquisition', 'protection'], ['protection', 'important'], ['important', 'natural'], ['natural', 'areas'], ['areas', 'preserve'], ['preserve', 'states'], ['states', 'ecological'], ['ecological', 'diversity'], ['diversity', 'cultural'], ['cultural', 'heritage'], ['heritage', 'inventory'], ['inventory', 'natural'], ['natural', 'heritage'], ['heritage', 'resources'], ['resources', 'state'], ['state', 'July'], ['July', '2013'], ['2013', 'key'], ['key', 'purposes'], ['purposes', 'incorporated'], ['incorporated', 'Clean'], ['Clean', 'Water'], ['Water', 'Management'], ['Management', 'Trust'], ['Trust', 'Fund'], ['Fund', 'enabling'], ['enabling', 'legislation'], ['legislation', 'NHTF'], ['NHTF', 'statute'], ['statute', 'repealed'], ['repealed', 'See'], ['See', 'historical'], ['historical', 'snapshot'], ['snapshot', 'httpwebarchiveorgweb20150129185256httpwwwncnhtforgpagesaboutnhtfhtm'], ['httpwebarchiveorgweb20150129185256httpwwwncnhtforgpagesaboutnhtfhtm', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1315']]","[['Established', '1987', 'North'], ['1987', 'North', 'Carolina'], ['North', 'Carolina', 'Natural'], ['Carolina', 'Natural', 'Heritage'], ['Natural', 'Heritage', 'Trust'], ['Heritage', 'Trust', 'Fund'], ['Trust', 'Fund', 'provided'], ['Fund', 'provided', 'supplemental'], ['provided', 'supplemental', 'funding'], ['supplemental', 'funding', 'select'], ['funding', 'select', 'state'], ['select', 'state', 'agencies'], ['state', 'agencies', 'acquisition'], ['agencies', 'acquisition', 'protection'], ['acquisition', 'protection', 'important'], ['protection', 'important', 'natural'], ['important', 'natural', 'areas'], ['natural', 'areas', 'preserve'], ['areas', 'preserve', 'states'], ['preserve', 'states', 'ecological'], ['states', 'ecological', 'diversity'], ['ecological', 'diversity', 'cultural'], ['diversity', 'cultural', 'heritage'], ['cultural', 'heritage', 'inventory'], ['heritage', 'inventory', 'natural'], ['inventory', 'natural', 'heritage'], ['natural', 'heritage', 'resources'], ['heritage', 'resources', 'state'], ['resources', 'state', 'July'], ['state', 'July', '2013'], ['July', '2013', 'key'], ['2013', 'key', 'purposes'], ['key', 'purposes', 'incorporated'], ['purposes', 'incorporated', 'Clean'], ['incorporated', 'Clean', 'Water'], ['Clean', 'Water', 'Management'], ['Water', 'Management', 'Trust'], ['Management', 'Trust', 'Fund'], ['Trust', 'Fund', 'enabling'], ['Fund', 'enabling', 'legislation'], ['enabling', 'legislation', 'NHTF'], ['legislation', 'NHTF', 'statute'], ['NHTF', 'statute', 'repealed'], ['statute', 'repealed', 'See'], ['repealed', 'See', 'historical'], ['See', 'historical', 'snapshot'], ['historical', 'snapshot', 'httpwebarchiveorgweb20150129185256httpwwwncnhtforgpagesaboutnhtfhtm'], ['snapshot', 'httpwebarchiveorgweb20150129185256httpwwwncnhtforgpagesaboutnhtfhtm', 'Note'], ['httpwebarchiveorgweb20150129185256httpwwwncnhtforgpagesaboutnhtfhtm', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1315']]"
North Carolina Office of Administrative Hearings -- Note added 9/15/15 16:57,"[['North'], ['Carolina'], ['Office'], ['Administrative'], ['Hearings'], ['Note'], ['added'], ['91515'], ['1657']]","[['North', 'Carolina'], ['Carolina', 'Office'], ['Office', 'Administrative'], ['Administrative', 'Hearings'], ['Hearings', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1657']]","[['North', 'Carolina', 'Office'], ['Carolina', 'Office', 'Administrative'], ['Office', 'Administrative', 'Hearings'], ['Administrative', 'Hearings', 'Note'], ['Hearings', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1657']]"
Welcome to the Grand Chapter of NC Order of the Eastern Star -- Note added 9/15/15 16:57,"[['Welcome'], ['Grand'], ['Chapter'], ['NC'], ['Order'], ['Eastern'], ['Star'], ['Note'], ['added'], ['91515'], ['1657']]","[['Welcome', 'Grand'], ['Grand', 'Chapter'], ['Chapter', 'NC'], ['NC', 'Order'], ['Order', 'Eastern'], ['Eastern', 'Star'], ['Star', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1657']]","[['Welcome', 'Grand', 'Chapter'], ['Grand', 'Chapter', 'NC'], ['Chapter', 'NC', 'Order'], ['NC', 'Order', 'Eastern'], ['Order', 'Eastern', 'Star'], ['Eastern', 'Star', 'Note'], ['Star', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1657']]"
NC OneMap is a public service providing comprehensive discovery and access to North Carolina's geospatial data resources. -- Note added 9/15/15 16:58,"[['NC'], ['OneMap'], ['public'], ['service'], ['providing'], ['comprehensive'], ['discovery'], ['access'], ['North'], ['Carolinas'], ['geospatial'], ['data'], ['resources'], ['Note'], ['added'], ['91515'], ['1658']]","[['NC', 'OneMap'], ['OneMap', 'public'], ['public', 'service'], ['service', 'providing'], ['providing', 'comprehensive'], ['comprehensive', 'discovery'], ['discovery', 'access'], ['access', 'North'], ['North', 'Carolinas'], ['Carolinas', 'geospatial'], ['geospatial', 'data'], ['data', 'resources'], ['resources', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1658']]","[['NC', 'OneMap', 'public'], ['OneMap', 'public', 'service'], ['public', 'service', 'providing'], ['service', 'providing', 'comprehensive'], ['providing', 'comprehensive', 'discovery'], ['comprehensive', 'discovery', 'access'], ['discovery', 'access', 'North'], ['access', 'North', 'Carolinas'], ['North', 'Carolinas', 'geospatial'], ['Carolinas', 'geospatial', 'data'], ['geospatial', 'data', 'resources'], ['data', 'resources', 'Note'], ['resources', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1658']]"
"NC OneMap, a public service providing comprehensive discovery and access to North Carolina's geospatial data resources. -- Note added 11/12/15 13:13","[['NC'], ['OneMap'], ['public'], ['service'], ['providing'], ['comprehensive'], ['discovery'], ['access'], ['North'], ['Carolinas'], ['geospatial'], ['data'], ['resources'], ['Note'], ['added'], ['111215'], ['1313']]","[['NC', 'OneMap'], ['OneMap', 'public'], ['public', 'service'], ['service', 'providing'], ['providing', 'comprehensive'], ['comprehensive', 'discovery'], ['discovery', 'access'], ['access', 'North'], ['North', 'Carolinas'], ['Carolinas', 'geospatial'], ['geospatial', 'data'], ['data', 'resources'], ['resources', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1313']]","[['NC', 'OneMap', 'public'], ['OneMap', 'public', 'service'], ['public', 'service', 'providing'], ['service', 'providing', 'comprehensive'], ['providing', 'comprehensive', 'discovery'], ['comprehensive', 'discovery', 'access'], ['discovery', 'access', 'North'], ['access', 'North', 'Carolinas'], ['North', 'Carolinas', 'geospatial'], ['Carolinas', 'geospatial', 'data'], ['geospatial', 'data', 'resources'], ['data', 'resources', 'Note'], ['resources', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1313']]"
he North Carolina State Board of Examiners in Optometry -- Note added 9/15/15 16:58,"[['North'], ['Carolina'], ['State'], ['Board'], ['Examiners'], ['Optometry'], ['Note'], ['added'], ['91515'], ['1658']]","[['North', 'Carolina'], ['Carolina', 'State'], ['State', 'Board'], ['Board', 'Examiners'], ['Examiners', 'Optometry'], ['Optometry', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1658']]","[['North', 'Carolina', 'State'], ['Carolina', 'State', 'Board'], ['State', 'Board', 'Examiners'], ['Board', 'Examiners', 'Optometry'], ['Examiners', 'Optometry', 'Note'], ['Optometry', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1658']]"
"NC Physical Activity and Nutrition Branch (NC PAN), NC Department of Public Health See historical snapshot at: http://web.archive.org/web/20130128034822/http://www.ncpanbranch.com/  -- Note added 11/12/15 13:12","[['NC'], ['Physical'], ['Activity'], ['Nutrition'], ['Branch'], ['NC'], ['PAN'], ['NC'], ['Department'], ['Public'], ['Health'], ['See'], ['historical'], ['snapshot'], ['httpwebarchiveorgweb20130128034822httpwwwncpanbranchcom'], ['Note'], ['added'], ['111215'], ['1312']]","[['NC', 'Physical'], ['Physical', 'Activity'], ['Activity', 'Nutrition'], ['Nutrition', 'Branch'], ['Branch', 'NC'], ['NC', 'PAN'], ['PAN', 'NC'], ['NC', 'Department'], ['Department', 'Public'], ['Public', 'Health'], ['Health', 'See'], ['See', 'historical'], ['historical', 'snapshot'], ['snapshot', 'httpwebarchiveorgweb20130128034822httpwwwncpanbranchcom'], ['httpwebarchiveorgweb20130128034822httpwwwncpanbranchcom', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1312']]","[['NC', 'Physical', 'Activity'], ['Physical', 'Activity', 'Nutrition'], ['Activity', 'Nutrition', 'Branch'], ['Nutrition', 'Branch', 'NC'], ['Branch', 'NC', 'PAN'], ['NC', 'PAN', 'NC'], ['PAN', 'NC', 'Department'], ['NC', 'Department', 'Public'], ['Department', 'Public', 'Health'], ['Public', 'Health', 'See'], ['Health', 'See', 'historical'], ['See', 'historical', 'snapshot'], ['historical', 'snapshot', 'httpwebarchiveorgweb20130128034822httpwwwncpanbranchcom'], ['snapshot', 'httpwebarchiveorgweb20130128034822httpwwwncpanbranchcom', 'Note'], ['httpwebarchiveorgweb20130128034822httpwwwncpanbranchcom', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1312']]"
NC ports  -- Note added 9/15/15 17:03,"[['NC'], ['ports'], ['Note'], ['added'], ['91515'], ['1703']]","[['NC', 'ports'], ['ports', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1703']]","[['NC', 'ports', 'Note'], ['ports', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1703']]"
NC Progress Portal -- Note added 9/15/15 17:03,"[['NC'], ['Progress'], ['Portal'], ['Note'], ['added'], ['91515'], ['1703']]","[['NC', 'Progress'], ['Progress', 'Portal'], ['Portal', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1703']]","[['NC', 'Progress', 'Portal'], ['Progress', 'Portal', 'Note'], ['Portal', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1703']]"
nc psychology board -- Note added 9/15/15 17:03,"[['nc'], ['psychology'], ['board'], ['Note'], ['added'], ['91515'], ['1703']]","[['nc', 'psychology'], ['psychology', 'board'], ['board', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1703']]","[['nc', 'psychology', 'board'], ['psychology', 'board', 'Note'], ['board', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1703']]"
The North Carolina Board of Physical Therapy Examiners -- Note added 9/15/15 17:04,"[['North'], ['Carolina'], ['Board'], ['Physical'], ['Therapy'], ['Examiners'], ['Note'], ['added'], ['91515'], ['1704']]","[['North', 'Carolina'], ['Carolina', 'Board'], ['Board', 'Physical'], ['Physical', 'Therapy'], ['Therapy', 'Examiners'], ['Examiners', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1704']]","[['North', 'Carolina', 'Board'], ['Carolina', 'Board', 'Physical'], ['Board', 'Physical', 'Therapy'], ['Physical', 'Therapy', 'Examiners'], ['Therapy', 'Examiners', 'Note'], ['Examiners', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1704']]"
"Historical Publications, North Carolina Office of Archives and History, Department of Cultural Resources - www.ncpublications.com -- Note added 6/6/13 18:34","[['Historical'], ['Publications'], ['North'], ['Carolina'], ['Office'], ['Archives'], ['History'], ['Department'], ['Cultural'], ['Resources'], [' wwwncpublicationscom'], ['Note'], ['added'], ['6613'], ['1834']]","[['Historical', 'Publications'], ['Publications', 'North'], ['North', 'Carolina'], ['Carolina', 'Office'], ['Office', 'Archives'], ['Archives', 'History'], ['History', 'Department'], ['Department', 'Cultural'], ['Cultural', 'Resources'], ['Resources', ' wwwncpublicationscom'], [' wwwncpublicationscom', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1834']]","[['Historical', 'Publications', 'North'], ['Publications', 'North', 'Carolina'], ['North', 'Carolina', 'Office'], ['Carolina', 'Office', 'Archives'], ['Office', 'Archives', 'History'], ['Archives', 'History', 'Department'], ['History', 'Department', 'Cultural'], ['Department', 'Cultural', 'Resources'], ['Cultural', 'Resources', ' wwwncpublicationscom'], ['Resources', ' wwwncpublicationscom', 'Note'], [' wwwncpublicationscom', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1834']]"
North Carolina Division of Public Health -- Note added 7/26/13 15:09,"[['North'], ['Carolina'], ['Division'], ['Public'], ['Health'], ['Note'], ['added'], ['72613'], ['1509']]","[['North', 'Carolina'], ['Carolina', 'Division'], ['Division', 'Public'], ['Public', 'Health'], ['Health', 'Note'], ['Note', 'added'], ['added', '72613'], ['72613', '1509']]","[['North', 'Carolina', 'Division'], ['Carolina', 'Division', 'Public'], ['Division', 'Public', 'Health'], ['Public', 'Health', 'Note'], ['Health', 'Note', 'added'], ['Note', 'added', '72613'], ['added', '72613', '1509']]"
nc public schools -- Note added 9/15/15 17:05,"[['nc'], ['public'], ['schools'], ['Note'], ['added'], ['91515'], ['1705']]","[['nc', 'public'], ['public', 'schools'], ['schools', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1705']]","[['nc', 'public', 'schools'], ['public', 'schools', 'Note'], ['schools', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1705']]"
"Radiation Protection Section, NC Department of Health and Human Services -- Note added 1/14/14 14:18","[['Radiation'], ['Protection'], ['Section'], ['NC'], ['Department'], ['Health'], ['Human'], ['Services'], ['Note'], ['added'], ['11414'], ['1418']]","[['Radiation', 'Protection'], ['Protection', 'Section'], ['Section', 'NC'], ['NC', 'Department'], ['Department', 'Health'], ['Health', 'Human'], ['Human', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '11414'], ['11414', '1418']]","[['Radiation', 'Protection', 'Section'], ['Protection', 'Section', 'NC'], ['Section', 'NC', 'Department'], ['NC', 'Department', 'Health'], ['Department', 'Health', 'Human'], ['Health', 'Human', 'Services'], ['Human', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '11414'], ['added', '11414', '1418']]"
NC Radon Awarenes Site -- Note added 9/15/15 17:05,"[['NC'], ['Radon'], ['Awarenes'], ['Site'], ['Note'], ['added'], ['91515'], ['1705']]","[['NC', 'Radon'], ['Radon', 'Awarenes'], ['Awarenes', 'Site'], ['Site', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1705']]","[['NC', 'Radon', 'Awarenes'], ['Radon', 'Awarenes', 'Site'], ['Awarenes', 'Site', 'Note'], ['Site', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1705']]"
"We serve the NC insurance industry by providing services and programs for automobile, property and workers compensation insurance. This site contains information for these types of insurance. -- Note added 9/15/15 17:06","[['serve'], ['NC'], ['insurance'], ['industry'], ['providing'], ['services'], ['programs'], ['automobile'], ['property'], ['workers'], ['compensation'], ['insurance'], ['site'], ['contains'], ['information'], ['types'], ['insurance'], ['Note'], ['added'], ['91515'], ['1706']]","[['serve', 'NC'], ['NC', 'insurance'], ['insurance', 'industry'], ['industry', 'providing'], ['providing', 'services'], ['services', 'programs'], ['programs', 'automobile'], ['automobile', 'property'], ['property', 'workers'], ['workers', 'compensation'], ['compensation', 'insurance'], ['insurance', 'site'], ['site', 'contains'], ['contains', 'information'], ['information', 'types'], ['types', 'insurance'], ['insurance', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1706']]","[['serve', 'NC', 'insurance'], ['NC', 'insurance', 'industry'], ['insurance', 'industry', 'providing'], ['industry', 'providing', 'services'], ['providing', 'services', 'programs'], ['services', 'programs', 'automobile'], ['programs', 'automobile', 'property'], ['automobile', 'property', 'workers'], ['property', 'workers', 'compensation'], ['workers', 'compensation', 'insurance'], ['compensation', 'insurance', 'site'], ['insurance', 'site', 'contains'], ['site', 'contains', 'information'], ['contains', 'information', 'types'], ['information', 'types', 'insurance'], ['types', 'insurance', 'Note'], ['insurance', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1706']]"
the North Carolina Respiratory Care   -- Note added 9/15/15 17:13,"[['North'], ['Carolina'], ['Respiratory'], ['Care'], ['Note'], ['added'], ['91515'], ['1713']]","[['North', 'Carolina'], ['Carolina', 'Respiratory'], ['Respiratory', 'Care'], ['Care', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1713']]","[['North', 'Carolina', 'Respiratory'], ['Carolina', 'Respiratory', 'Care'], ['Respiratory', 'Care', 'Note'], ['Care', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1713']]"
North Carolina Rural Electrification Authority -- Note added 9/15/15 17:14,"[['North'], ['Carolina'], ['Rural'], ['Electrification'], ['Authority'], ['Note'], ['added'], ['91515'], ['1714']]","[['North', 'Carolina'], ['Carolina', 'Rural'], ['Rural', 'Electrification'], ['Electrification', 'Authority'], ['Authority', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1714']]","[['North', 'Carolina', 'Rural'], ['Carolina', 'Rural', 'Electrification'], ['Rural', 'Electrification', 'Authority'], ['Electrification', 'Authority', 'Note'], ['Authority', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1714']]"
NC State Board of Environmental Health Specialist Examiners -- Note added 11/19/13 20:40,"[['NC'], ['State'], ['Board'], ['Environmental'], ['Health'], ['Specialist'], ['Examiners'], ['Note'], ['added'], ['111913'], ['2040']]","[['NC', 'State'], ['State', 'Board'], ['Board', 'Environmental'], ['Environmental', 'Health'], ['Health', 'Specialist'], ['Specialist', 'Examiners'], ['Examiners', 'Note'], ['Note', 'added'], ['added', '111913'], ['111913', '2040']]","[['NC', 'State', 'Board'], ['State', 'Board', 'Environmental'], ['Board', 'Environmental', 'Health'], ['Environmental', 'Health', 'Specialist'], ['Health', 'Specialist', 'Examiners'], ['Specialist', 'Examiners', 'Note'], ['Examiners', 'Note', 'added'], ['Note', 'added', '111913'], ['added', '111913', '2040']]"
nc report cards for schools -- Note added 9/15/15 17:16,"[['nc'], ['report'], ['cards'], ['schools'], ['Note'], ['added'], ['91515'], ['1716']]","[['nc', 'report'], ['report', 'cards'], ['cards', 'schools'], ['schools', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1716']]","[['nc', 'report', 'cards'], ['report', 'cards', 'schools'], ['cards', 'schools', 'Note'], ['schools', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1716']]"
nc science and technology -- Note added 9/15/15 17:17,"[['nc'], ['science'], ['technology'], ['Note'], ['added'], ['91515'], ['1717']]","[['nc', 'science'], ['science', 'technology'], ['technology', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1717']]","[['nc', 'science', 'technology'], ['science', 'technology', 'Note'], ['technology', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1717']]"
